Text,Cleaned text
perfect time for my internet to go down. cox internet is the worst,perfect time for my internet to go down cox internet is the worst
"coxhelp ayo just wanted to say thank you for buffering my birthday stream, just like old times huh :] a friendly reminder to anyone in the greater new orleans area to never get cox internet they are a scam and terrible at customer service <3",coxhelp ayo just wanted to say thank you for buffering my birthday stream just like old times huh a friendly reminder to anyone in the greater new orleans area to never get cox internet they are a scam and terrible at customer service <3
"ampedpotato: i fucking hate cox internet, i have had to work around them so much, they have hyper overpriced internet, and routine outa...",ampedpotato i fucking hate cox internet i have had to work around them so much they have hyper overpriced internet and routine outa
"wesleybkress internet is good, have the cox giga, so should be fine. have a android s21, and yeah. just a bit congested i think and was doing egld/usdc swap, success. tried to do a few more things, but am just going to wait. wanted to get everything set up before suns game, but will do after.",wesleybkress internet is good have the cox giga so should be fine have a android s21 and yeah just a bit congested i think and was doing egldusdc swap success tried to do a few more things but am just going to wait wanted to get everything set up before suns game but will do after
"i fucking hate cox internet, i have had to work around them so much, they have hyper overpriced internet, and routine outages, stream tonight is canceled because of their bs",i fucking hate cox internet i have had to work around them so much they have hyper overpriced internet and routine outages stream tonight is canceled because of their bs
"kwerntv hi kwern, i am sorry to hear that you are having trouble. cox does not shape, block or throttle internet traffic or engage in other network practices based on the particular online content, protocols or applications a customer uses or by a customer's use of the network.",kwerntv hi kwern i am sorry to hear that you are having trouble cox does not shape block or throttle internet traffic or engage in other network practices based on the particular online content protocols or applications a customer uses or by a customers use of the network
tonight i will not be joining the #riotxarcane costreaming event because my isp (cox) has decided to throttle my internet for being close to our data cap. not only do they constantly have shit speeds every other day when not throttling but now i'm completely hampered.,tonight i will not be joining the riotxarcane costreaming event because my isp cox has decided to throttle my internet for being close to our data cap not only do they constantly have shit speeds every other day when not throttling but now im completely hampered
jeepgirl77: me: i'd like to downgrade my existing service and go to internet only for 54. cox: the new customer deal? are you a new c...,jeepgirl77 me id like to downgrade my existing service and go to internet only for 54 cox the new customer deal are you a new c
"tribe_xx my cable and internet are bundled, so i'm stuck with it until my contract is up (also have cox in my area). but, when i do watch tv, i do mainly open a streaming app. i'm not even sure how full my dvr is. if i ever get a house, will just get internet.",tribexx my cable and internet are bundled so im stuck with it until my contract is up also have cox in my area but when i do watch tv i do mainly open a streaming app im not even sure how full my dvr is if i ever get a house will just get internet
"yeah not streaming in this, internet is being shit and the cox guy won't be here till monday. fuck me.",yeah not streaming in this internet is being shit and the cox guy wont be here till monday fuck me
"to continue closing the digital divide, cox communications expands internet affordability, today introducing a new low-cost internet package, connectassist",to continue closing the digital divide cox communications expands internet affordability today introducing a new lowcost internet package connectassist
"me: i'd like to downgrade my existing service and go to internet only for 54. cox: the new customer deal? are you a new customer? me: seriously? i just told you i want to downgrade my existing service. so, no. not a new customer. ah the joys of dealing with coxhelp.",me id like to downgrade my existing service and go to internet only for 54 cox the new customer deal are you a new customer me seriously i just told you i want to downgrade my existing service so no not a new customer ah the joys of dealing with coxhelp
"i don't get the internet at my new place until monday afternoon 😵‍💫 but i got the best internet cox offers, no playinnn around if im gonna start streaming again💅🏻",i dont get the internet at my new place until monday afternoon  but i got the best internet cox offers no playinnn around if im gonna start streaming again
"cox communications expands internet affordability with connectassist. this package provides customers with internet access and a modem rental for 30/month plus taxes, which can support speeds up to 50 mbps download/3 mbps upload. learn more:",cox communications expands internet affordability with connectassist this package provides customers with internet access and a modem rental for 30month plus taxes which can support speeds up to 50 mbps download3 mbps upload learn more
trying to get business internet where i am is making me beyond furious. cox is the only serious option and for 80/mo i don't get: - a static ip (and likely blocked 80 & 443 ports) - more than 10mbps upload - additional customer support - better service reliability,trying to get business internet where i am is making me beyond furious cox is the only serious option and for 80mo i dont get a static ip and likely blocked 80 443 ports more than 10mbps upload additional customer support better service reliability
"🆙 minor internet #outage ended: #cox in #california since 7:35 am resolved after 20 min, impacting #newportbeach #alpine #tustin +2 areas 🇺🇸 get notifications with fing desktop 👉 #coxhelp #coxdown #coxoutage #coxup #earlymorning", minor internet outage ended cox in california since 735 am resolved after 20 min impacting newportbeach alpine tustin +2 areas  get notifications with fing desktop  coxhelp coxdown coxoutage coxup earlymorning
